n_estimators,learning_rate,val_auc,test_accuracy,test_f1,test_recall,test_auc
250,0.0077,0.9851083397711806,0.9765472312703583,0.8860759493670886,0.9150326797385621,0.9880016647276373
260,0.0077,0.9851745576279293,0.9765472312703583,0.8860759493670886,0.9150326797385621,0.9880016647276374
270,0.0077,0.9851892727072067,0.9758957654723127,0.8832807570977917,0.9150326797385621,0.9880442287865461
280,0.0077,0.9851672000882904,0.9758957654723127,0.8832807570977917,0.9150326797385621,0.9878645138711539
290,0.0077,0.9854467865945628,0.9758957654723127,0.8832807570977917,0.9150326797385621,0.9877935737729727
300,0.0077,0.9851745576279293,0.9765472312703583,0.8860759493670886,0.9150326797385621,0.9875098133802485
310,0.0077,0.9849317588198506,0.9765472312703583,0.8860759493670886,0.9150326797385621,0.9871882182684941
320,0.0077,0.9846300996946621,0.9758957654723127,0.8825396825396825,0.9084967320261438,0.987027420712617
330,0.0077,0.9842695802523637,0.9752442996742671,0.879746835443038,0.9084967320261438,0.9868193297579525
340,0.0077,0.9839826362064524,0.9758957654723127,0.8825396825396825,0.9084967320261438,0.9864031478486234
350,0.0077,0.9839532060478976,0.9758957654723127,0.8825396825396825,0.9084967320261438,0.9862707263320186
360,0.0077,0.9838796306515101,0.9765472312703583,0.8853503184713376,0.9084967320261438,0.9859633192399005
370,0.0077,0.9836147592245154,0.9765472312703583,0.8853503184713376,0.9084967320261438,0.9856890175269336
380,0.0077,0.9831953794651068,0.9765472312703583,0.8853503184713376,0.9084967320261438,0.9854951145919053
390,0.0077,0.9831291616083582,0.9765472312703583,0.8853503184713376,0.9084967320261438,0.9853579637354218
400,0.0077,0.9831291616083582,0.9765472312703583,0.8853503184713376,0.9084967320261438,0.9853153996765132
100,0.0129,0.9859765294485524,0.9713355048859935,0.8641975308641975,0.9150326797385621,0.9883114364896947
110,0.0129,0.9857484457197513,0.971986970684039,0.8668730650154799,0.9150326797385621,0.9876658815962468
120,0.0129,0.9859029540521649,0.971986970684039,0.8660436137071651,0.9084967320261438,0.9877084456551555
130,0.0129,0.9862929036530184,0.9726384364820847,0.86875,0.9084967320261438,0.9876422348968531
140,0.0129,0.9860427473053012,0.9726384364820847,0.86875,0.9084967320261438,0.9878408671717601
150,0.0129,0.986219328256631,0.9752442996742671,0.879746835443038,0.9084967320261438,0.987935453969335
160,0.0129,0.9860868925431335,0.9758957654723127,0.8832807570977917,0.9150326797385621,0.9883185304995129
170,0.0129,0.9859838869881912,0.9752442996742671,0.879746835443038,0.9084967320261438,0.9882002970025444
180,0.0129,0.9856160100062539,0.9765472312703583,0.8860759493670886,0.9150326797385621,0.9880773341656971
190,0.0129,0.9852849207225105,0.9758957654723127,0.8825396825396825,0.9084967320261438,0.9878408671717602
200,0.0129,0.9851304123900967,0.9758957654723127,0.8825396825396825,0.9084967320261438,0.9874294146023098
210,0.0129,0.9847551778685207,0.9752442996742671,0.8789808917197452,0.9019607843137255,0.9870368793923745
220,0.0129,0.9844903064415259,0.9752442996742671,0.8789808917197452,0.9019607843137255,0.9867058256008626
230,0.0129,0.9841518596181438,0.9752442996742671,0.8789808917197452,0.9019607843137255,0.9861193874558989
240,0.0129,0.9839090608100651,0.9752442996742671,0.8789808917197452,0.9019607843137255,0.9861051994362627
250,0.0129,0.9838943457307876,0.9758957654723127,0.8825396825396825,0.9084967320261438,0.9863038317111698
260,0.0129,0.9837251223190966,0.9765472312703583,0.8853503184713376,0.9084967320261438,0.9864835466265618
270,0.0129,0.9836368318434315,0.9771986970684039,0.8881789137380192,0.9084967320261438,0.9866112388032878
280,0.0129,0.9833425302578818,0.9765472312703583,0.8853503184713376,0.9084967320261438,0.9865639454045004
290,0.0129,0.9834381782731855,0.9765472312703583,0.8853503184713376,0.9084967320261438,0.9863605837897146
300,0.0129,0.9835043961299341,0.9765472312703583,0.8853503184713376,0.9084967320261438,0.9862139742534737
310,0.0129,0.9836000441452378,0.9771986970684039,0.8881789137380192,0.9084967320261438,0.9860106126386879
320,0.0129,0.9832468822425781,0.9778501628664495,0.8910256410256411,0.9084967320261438,0.9856133480888737
330,0.0129,0.9830408711326931,0.9778501628664495,0.8903225806451613,0.9019607843137255,0.9848850297475479
340,0.0129,0.9828716477210021,0.9778501628664495,0.8903225806451613,0.9019607843137255,0.9846580214333683
350,0.0129,0.9827907147849758,0.9778501628664495,0.8896103896103896,0.8954248366013072,0.9841708994258582
360,0.0129,0.9827318544678658,0.9785016286644951,0.8925081433224755,0.8954248366013072,0.9838351162944676
370,0.0129,0.9826435639922011,0.9771986970684039,0.8852459016393442,0.8823529411764706,0.9835702732612582
380,0.0129,0.9826288489129236,0.9785016286644951,0.8910891089108911,0.8823529411764706,0.9832675955090188
390,0.0129,0.9825773461354523,0.9785016286644951,0.8910891089108911,0.8823529411764706,0.9831493620120504
400,0.0129,0.9825184858183424,0.9785016286644951,0.8910891089108911,0.8823529411764706,0.9831304446525353
100,0.0215,0.9855939373873377,0.9752442996742671,0.879746835443038,0.9084967320261438,0.9887299830689632
110,0.0215,0.9849170437405732,0.9745928338762215,0.8769716088328076,0.9084967320261438,0.9881057102049696
120,0.0215,0.9842254350145312,0.9758957654723127,0.8825396825396825,0.9084967320261438,0.9880158527472734
130,0.0215,0.9838354854136777,0.9758957654723127,0.8825396825396825,0.9084967320261438,0.9873632038440074
140,0.0215,0.982930508038112,0.9765472312703583,0.8853503184713376,0.9084967320261438,0.9868902698561335
150,0.0215,0.9826362064525622,0.9771986970684039,0.8881789137380192,0.9084967320261438,0.9864930053063194
160,0.0215,0.9829820108155832,0.9785016286644951,0.8938906752411575,0.9084967320261438,0.9866585322020752
170,0.0215,0.9832983850200493,0.9778501628664495,0.8910256410256411,0.9084967320261438,0.9861761395344438
180,0.0215,0.983335172718243,0.9778501628664495,0.8910256410256411,0.9084967320261438,0.9853816104348155
190,0.0215,0.9835117536695729,0.9785016286644951,0.8938906752411575,0.9084967320261438,0.9854241744937242
200,0.0215,0.9830408711326931,0.9785016286644951,0.8938906752411575,0.9084967320261438,0.9854383625133604
210,0.0215,0.9829231504984732,0.9804560260586319,0.9019607843137255,0.9019607843137255,0.9851877074997872
220,0.0215,0.9826803516903947,0.9791530944625407,0.8947368421052632,0.8888888888888888,0.9849275938064564
