n_estimators,rf_accuracy,rf_f1,rf_recall,rf_auc,lgbm_accuracy,lgbm_f1,lgbm_recall,lgbm_auc,hyb_accuracy,hyb_f1,hyb_recall,hyb_auc
124,0.9830582102519548,0.9115646258503401,0.8739130434782608,0.9887422360248448,0.9769765421372719,0.8855291576673866,0.8913043478260869,0.9853030048682223,0.9804517810599479,0.9006622516556292,0.8869565217391304,0.9872859660903139
125,0.9830582102519548,0.9115646258503401,0.8739130434782608,0.9887338425381904,0.977845351867941,0.8898488120950324,0.8956521739130435,0.9853722511331208,0.9800173761946134,0.8982300884955752,0.8826086956521739,0.9872838677186503
126,0.9830582102519548,0.9115646258503401,0.8739130434782608,0.9887044653349002,0.9774109470026064,0.8879310344827587,0.8956521739130435,0.9855464159811986,0.9800173761946134,0.8982300884955752,0.8826086956521739,0.9873342286385763
127,0.9830582102519548,0.9115646258503401,0.8739130434782608,0.9887842034581166,0.9769765421372719,0.8855291576673866,0.8913043478260869,0.9854247104247105,0.9800173761946134,0.8982300884955752,0.8826086956521739,0.98733632701024
128,0.9830582102519548,0.9115646258503401,0.8739130434782608,0.9887023669632365,0.9769765421372719,0.8855291576673866,0.8913043478260869,0.9854100218230653,0.9804517810599479,0.9006622516556292,0.8869565217391304,0.9873384253819036
129,0.9826238053866203,0.9090909090909091,0.8695652173913043,0.9886855799899279,0.9769765421372719,0.8855291576673866,0.8913043478260869,0.9853470706731577,0.9804517810599479,0.9006622516556292,0.8869565217391304,0.9873027530636226
130,0.9817549956559514,0.9049773755656109,0.8695652173913043,0.9891682054725532,0.9769765421372719,0.8855291576673866,0.8913043478260869,0.985248447204969,0.9800173761946134,0.8982300884955752,0.8826086956521739,0.9876741648480778
131,0.9817549956559514,0.9049773755656109,0.8695652173913043,0.9890758771193555,0.9769765421372719,0.8855291576673866,0.8913043478260869,0.9852127748866879,0.9800173761946134,0.8982300884955752,0.8826086956521739,0.9876196071848246
132,0.9821894005212859,0.9070294784580499,0.8695652173913043,0.9890611885177102,0.9769765421372719,0.8855291576673866,0.8913043478260869,0.9851540204801075,0.9800173761946134,0.8982300884955752,0.8826086956521739,0.987617508813161
133,0.9821894005212859,0.9070294784580499,0.8695652173913043,0.9890297129427565,0.9774109470026064,0.8874458874458875,0.8913043478260869,0.984967265402048,0.9800173761946134,0.8982300884955752,0.8826086956521739,0.9875629511499077
134,0.9821894005212859,0.9070294784580499,0.8695652173913043,0.9891346315259358,0.977845351867941,0.8893709327548807,0.8913043478260869,0.9848350679872419,0.9800173761946134,0.8982300884955752,0.8826086956521739,0.9876552795031056
135,0.9830582102519548,0.9111617312072893,0.8695652173913043,0.9891283364109451,0.977845351867941,0.8893709327548807,0.8913043478260869,0.9848350679872421,0.9804517810599479,0.9002217294900222,0.8826086956521739,0.9876300990431426
136,0.9821894005212859,0.9070294784580499,0.8695652173913043,0.9891220412959544,0.977845351867941,0.8893709327548807,0.8913043478260869,0.9847805103239886,0.9804517810599479,0.9002217294900222,0.8826086956521739,0.9876154104414974
137,0.9830582102519548,0.9111617312072893,0.8695652173913043,0.9890653852610374,0.9774109470026064,0.8874458874458875,0.8913043478260869,0.9848518549605507,0.9800173761946134,0.8982300884955752,0.8826086956521739,0.987642689273124
138,0.9817549956559514,0.9049773755656109,0.8695652173913043,0.9890485982877288,0.9787141615986099,0.8932461873638344,0.8913043478260869,0.9847553298640256,0.9800173761946134,0.8982300884955752,0.8826086956521739,0.9876154104414975
139,0.9826238053866203,0.9090909090909091,0.8695652173913043,0.9890360080577472,0.9787141615986099,0.8932461873638344,0.8913043478260869,0.9848875272788316,0.9800173761946134,0.8982300884955752,0.8826086956521739,0.9876091153265066
140,0.9826238053866203,0.9090909090909091,0.8695652173913043,0.9890464999160652,0.977845351867941,0.8893709327548807,0.8913043478260869,0.984885428907168,0.9804517810599479,0.9002217294900222,0.8826086956521739,0.9876321974148061
